date,open,high,low,close,volume,bb_sma_20,bb_upper_20,bb_lower_20,rsi_14,macd,macd_signal,macd_hist
2020-09-08T04:00:00+00:00,269.7998824104,277.77611398868805,267.9500452259606,269.6805419921875,24864000,269.6805419921875,,,0.0,0.0,0.0,0.0
2020-09-09T04:00:00+00:00,274.265334645718,276.9605702146289,269.8694680167272,272.2265319824219,22918800,270.9535369873047,274.55411056116026,267.3529634134491,0.0,0.20309891659991308,0.040619783319982616,0.16247913327993047
2020-09-10T04:00:00+00:00,274.0067870553653,277.63686605394025,265.57304424313634,266.62725830078125,24814700,269.5114440917969,275.1183726682693,263.9045155153245,85.53052456254909,-0.08675822495956709,0.015144181664072678,-0.10190240662363977
2020-09-11T04:00:00+00:00,268.58649215381655,269.90925238448807,261.2069942655825,265.1553039550781,18913900,268.4224090576172,274.7417752387971,262.10304287643726,82.16474531554476,-0.43028643780485254,-0.07394194222971237,-0.35634449557514014
2020-09-14T04:00:00+00:00,269.47170532312464,275.13066303524647,264.2503493932145,264.6978759765625,24093800,267.67750244140626,274.08441347843313,261.2705914043794,81.09672169185397,-0.7310189055532419,-0.2053573348944183,-0.5256615706588236
2020-09-15T04:00:00+00:00,269.1932030103097,273.0221726341159,267.8306524116736,270.93365478515625,18478500,268.22019449869794,274.5374058523128,261.90298314508306,84.12597192600545,-0.4608637670003759,-0.2564586213156098,-0.2044051456847661
2020-09-16T04:00:00+00:00,265.831633568667,270.9535283144671,260.36164240593354,262.0821838378906,29183400,267.3433358328683,274.7450003367081,259.94167132902857,67.57285691846047,-0.9500519959274243,-0.3951772962379727,-0.5548746996894516
2020-09-17T04:00:00+00:00,256.8708009448224,260.0732335625804,248.82494432109527,253.4296875,31281400,265.60412979125977,277.5938364439441,253.61442313857543,55.97772837866759,-2.0127199515746383,-0.7186858273053058,-1.2940341242693325
2020-09-18T04:00:00+00:00,256.99011265383666,257.7857659069669,248.68568100317486,251.1521453857422,28130800,263.99835374620227,278.7838376362528,249.2128698561517,53.38115312868802,-3.0040418524176857,-1.1757570323277817,-1.828284820089904
2020-09-21T04:00:00+00:00,246.189393889384,248.58624836517808,242.79801067474173,246.7960662841797,24709400,262.278125,279.9611098191775,244.59514018082245,48.72574113773276,-4.093977949756493,-1.759401215813524,-2.334576733942969
2020-09-22T04:00:00+00:00,251.92790081124605,253.92694366681624,246.8656762449018,253.36004638671875,30293100,261.4673905806108,279.0838581621142,243.8509229991074,55.0825793819955,-4.37763912382502,-2.283048797415823,-2.0945903264091967
